cases,deaths,countriesAndTerritories,year,month,day
138,0,Guinea,2020,5,19
0,0,Guinea,2020,5,18
127,1,Guinea,2020,5,17
58,1,Guinea,2020,5,16
99,0,Guinea,2020,5,15
161,3,Guinea,2020,5,14
0,0,Guinea,2020,5,13
67,0,Guinea,2020,5,12
104,0,Guinea,2020,5,11
33,0,Guinea,2020,5,10
82,0,Guinea,2020,5,9
71,0,Guinea,2020,5,8
45,1,Guinea,2020,5,7
101,1,Guinea,2020,5,6
124,2,Guinea,2020,5,5
0,0,Guinea,2020,5,4
49,0,Guinea,2020,5,3
42,0,Guinea,2020,5,2
144,0,Guinea,2020,5,1
111,0,Guinea,2020,4,30
77,0,Guinea,2020,4,29
69,0,Guinea,2020,4,28
98,0,Guinea,2020,4,27
42,1,Guinea,2020,4,26
92,0,Guinea,2020,4,25
101,0,Guinea,2020,4,24
73,0,Guinea,2020,4,23
66,1,Guinea,2020,4,22
43,0,Guinea,2020,4,21
102,2,Guinea,2020,4,20
0,0,Guinea,2020,4,19
39,2,Guinea,2020,4,18
34,0,Guinea,2020,4,17
41,1,Guinea,2020,4,16
44,0,Guinea,2020,4,15
69,0,Guinea,2020,4,14
0,0,Guinea,2020,4,13
38,0,Guinea,2020,4,12
18,0,Guinea,2020,4,11
30,0,Guinea,2020,4,10
20,0,Guinea,2020,4,9
16,0,Guinea,2020,4,8
7,0,Guinea,2020,4,7
10,0,Guinea,2020,4,6
59,0,Guinea,2020,4,5
0,0,Guinea,2020,4,4
22,0,Guinea,2020,4,3
14,0,Guinea,2020,4,2
0,0,Guinea,2020,4,1
8,0,Guinea,2020,3,31
0,0,Guinea,2020,3,30
3,0,Guinea,2020,3,29
0,0,Guinea,2020,3,28
1,0,Guinea,2020,3,27
0,0,Guinea,2020,3,26
2,0,Guinea,2020,3,25
0,0,Guinea,2020,3,24
0,0,Guinea,2020,3,23
0,0,Guinea,2020,3,22
1,0,Guinea,2020,3,21
0,0,Guinea,2020,3,20
0,0,Guinea,2020,3,19
0,0,Guinea,2020,3,18
0,0,Guinea,2020,3,17
0,0,Guinea,2020,3,15
1,0,Guinea,2020,3,14
0,0,Guinea_Bissau,2020,10,20
0,0,Guinea_Bissau,2020,10,19
0,0,Guinea_Bissau,2020,10,18
4,1,Guinea_Bissau,2020,10,17
0,0,Guinea_Bissau,2020,10,16
0,0,Guinea_Bissau,2020,10,15
0,0,Guinea_Bissau,2020,10,14
0,0,Guinea_Bissau,2020,10,13
23,1,Guinea_Bissau,2020,10,12
0,0,Guinea_Bissau,2020,10,11
0,0,Guinea_Bissau,2020,10,10
0,0,Guinea_Bissau,2020,10,9
0,0,Guinea_Bissau,2020,10,8
0,0,Guinea_Bissau,2020,10,7
0,0,Guinea_Bissau,2020,10,6
0,0,Guinea_Bissau,2020,10,5
0,0,Guinea_Bissau,2020,10,4
38,0,Guinea_Bissau,2020,10,3
0,0,Guinea_Bissau,2020,10,2
0,0,Guinea_Bissau,2020,10,1
0,0,Guinea_Bissau,2020,9,30
0,0,Guinea_Bissau,2020,9,29
0,0,Guinea_Bissau,2020,9,28
0,0,Guinea_Bissau,2020,9,27
21,0,Guinea_Bissau,2020,9,26
0,0,Guinea_Bissau,2020,9,25
0,0,Guinea_Bissau,2020,9,24
0,0,Guinea_Bissau,2020,9,23
0,0,Guinea_Bissau,2020,9,22
0,0,Guinea_Bissau,2020,9,21
0,0,Guinea_Bissau,2020,9,20
28,0,Guinea_Bissau,2020,9,19
0,0,Guinea_Bissau,2020,9,18
0,0,Guinea_Bissau,2020,9,17
0,0,Guinea_Bissau,2020,9,16
0,0,Guinea_Bissau,2020,9,15
0,0,Guinea_Bissau,2020,9,14
0,0,Guinea_Bissau,2020,9,13
30,1,Guinea_Bissau,2020,9,12
0,0,Guinea_Bissau,2020,9,11
0,0,Guinea_Bissau,2020,9,10
0,0,Guinea_Bissau,2020,9,9
0,0,Guinea_Bissau,2020,9,8
0,0,Guinea_Bissau,2020,9,7
0,0,Guinea_Bissau,2020,9,6
40,4,Guinea_Bissau,2020,9,5
0,0,Guinea_Bissau,2020,9,4
0,0,Guinea_Bissau,2020,9,3
0,0,Guinea_Bissau,2020,9,2
0,0,Guinea_Bissau,2020,9,1
0,1,Guinea_Bissau,2020,8,31
56,0,Guinea_Bissau,2020,8,30
0,0,Guinea_Bissau,2020,8,29
0,0,Guinea_Bissau,2020,8,28
0,0,Guinea_Bissau,2020,8,27
0,0,Guinea_Bissau,2020,8,26
0,0,Guinea_Bissau,2020,8,25
0,0,Guinea_Bissau,2020,8,24
0,0,Guinea_Bissau,2020,8,23
32,0,Guinea_Bissau,2020,8,22
0,0,Guinea_Bissau,2020,8,21
0,0,Guinea_Bissau,2020,8,20
0,0,Guinea_Bissau,2020,8,19
0,0,Guinea_Bissau,2020,8,18
0,0,Guinea_Bissau,2020,8,17
0,0,Guinea_Bissau,2020,8,16
0,0,Guinea_Bissau,2020,8,15
65,4,Guinea_Bissau,2020,8,14
0,0,Guinea_Bissau,2020,8,13
0,0,Guinea_Bissau,2020,8,12
0,0,Guinea_Bissau,2020,8,11
0,0,Guinea_Bissau,2020,8,10
20,2,Guinea_Bissau,2020,8,9
0,0,Guinea_Bissau,2020,8,8
0,0,Guinea_Bissau,2020,8,7
0,0,Guinea_Bissau,2020,8,6
51,0,Guinea_Bissau,2020,8,5
0,1,Guinea_Bissau,2020,8,4
0,0,Guinea_Bissau,2020,8,3
0,0,Guinea_Bissau,2020,8,2
0,0,Guinea_Bissau,2020,8,1
27,0,Guinea_Bissau,2020,7,31
0,0,Guinea_Bissau,2020,7,30
0,0,Guinea_Bissau,2020,7,29
0,0,Guinea_Bissau,2020,7,28
0,0,Guinea_Bissau,2020,7,27
0,0,Guinea_Bissau,2020,7,26
0,0,Guinea_Bissau,2020,7,25
0,0,Guinea_Bissau,2020,7,24
0,0,Guinea_Bissau,2020,7,23
4,0,Guinea_Bissau,2020,7,22
23,0,Guinea_Bissau,2020,7,21
0,0,Guinea_Bissau,2020,7,20
0,0,Guinea_Bissau,2020,7,19
0,0,Guinea_Bissau,2020,7,18
25,0,Guinea_Bissau,2020,7,17
0,0,Guinea_Bissau,2020,7,16
60,1,Guinea_Bissau,2020,7,15
0,0,Guinea_Bissau,2020,7,14
0,0,Guinea_Bissau,2020,7,13
52,0,Guinea_Bissau,2020,7,12
0,0,Guinea_Bissau,2020,7,11
0,0,Guinea_Bissau,2020,7,10
0,0,Guinea_Bissau,2020,7,9
25,0,Guinea_Bissau,2020,7,8
0,0,Guinea_Bissau,2020,7,7
0,0,Guinea_Bissau,2020,7,6
55,1,Guinea_Bissau,2020,7,5
56,0,Guinea_Bissau,2020,7,4
0,0,Guinea_Bissau,2020,7,3
0,0,Guinea_Bissau,2020,7,2
40,3,Guinea_Bissau,2020,7,1
0,0,Guinea_Bissau,2020,6,30
0,0,Guinea_Bissau,2020,6,29
58,2,Guinea_Bissau,2020,6,28
0,0,Guinea_Bissau,2020,6,27
0,0,Guinea_Bissau,2020,6,26
0,0,Guinea_Bissau,2020,6,25
0,0,Guinea_Bissau,2020,6,24
15,2,Guinea_Bissau,2020,6,23
0,0,Guinea_Bissau,2020,6,22
29,2,Guinea_Bissau,2020,6,21
0,0,Guinea_Bissau,2020,6,20
20,0,Guinea_Bissau,2020,6,19
0,0,Guinea_Bissau,2020,6,18
32,0,Guinea_Bissau,2020,6,17
0,0,Guinea_Bissau,2020,6,16
0,0,Guinea_Bissau,2020,6,15
71,3,Guinea_Bissau,2020,6,14
0,0,Guinea_Bissau,2020,6,13
0,0,Guinea_Bissau,2020,6,12
0,0,Guinea_Bissau,2020,6,11
0,0,Guinea_Bissau,2020,6,10
21,0,Guinea_Bissau,2020,6,9
0,0,Guinea_Bissau,2020,6,8
0,0,Guinea_Bissau,2020,6,7
22,3,Guinea_Bissau,2020,6,6
7,1,Guinea_Bissau,2020,6,5
0,0,Guinea_Bissau,2020,6,4
0,0,Guinea_Bissau,2020,6,3
17,0,Guinea_Bissau,2020,6,2
66,0,Guinea_Bissau,2020,6,1
0,0,Guinea_Bissau,2020,5,31
78,1,Guinea_Bissau,2020,5,30
0,0,Guinea_Bissau,2020,5,29
5,1,Guinea_Bissau,2020,5,28
0,0,Guinea_Bissau,2020,5,27
0,0,Guinea_Bissau,2020,5,26
59,0,Guinea_Bissau,2020,5,25
25,0,Guinea_Bissau,2020,5,24
0,0,Guinea_Bissau,2020,5,23
51,0,Guinea_Bissau,2020,5,22
0,0,Guinea_Bissau,2020,5,21
48,2,Guinea_Bissau,2020,5,20
0,0,Guinea_Bissau,2020,5,19
77,1,Guinea_Bissau,2020,5,18
0,0,Guinea_Bissau,2020,5,17
0,0,Guinea_Bissau,2020,5,16
93,0,Guinea_Bissau,2020,5,15
0,0,Guinea_Bissau,2020,5,14
59,0,Guinea_Bissau,2020,5,13
35,0,Guinea_Bissau,2020,5,12
85,0,Guinea_Bissau,2020,5,11
47,1,Guinea_Bissau,2020,5,10
30,0,Guinea_Bissau,2020,5,9
89,0,Guinea_Bissau,2020,5,8
0,0,Guinea_Bissau,2020,5,7
62,0,Guinea_Bissau,2020,5,6
121,0,Guinea_Bissau,2020,5,5
35,1,Guinea_Bissau,2020,5,4
0,0,Guinea_Bissau,2020,5,3
52,0,Guinea_Bissau,2020,5,2
128,0,Guinea_Bissau,2020,5,1
4,0,Guinea_Bissau,2020,4,30
0,0,Guinea_Bissau,2020,4,29
20,0,Guinea_Bissau,2020,4,28
1,1,Guinea_Bissau,2020,4,27
0,0,Guinea_Bissau,2020,4,26
0,0,Guinea_Bissau,2020,4,25
2,0,Guinea_Bissau,2020,4,24
0,0,Guinea_Bissau,2020,4,23
0,0,Guinea_Bissau,2020,4,22
0,0,Guinea_Bissau,2020,4,21
0,0,Guinea_Bissau,2020,4,20
0,0,Guinea_Bissau,2020,4,19
4,0,Guinea_Bissau,2020,4,18
3,0,Guinea_Bissau,2020,4,17
3,0,Guinea_Bissau,2020,4,16
1,0,Guinea_Bissau,2020,4,15
0,0,Guinea_Bissau,2020,4,14
1,0,Guinea_Bissau,2020,4,13
3,0,Guinea_Bissau,2020,4,12
0,0,Guinea_Bissau,2020,4,11
2,0,Guinea_Bissau,2020,4,10
0,0,Guinea_Bissau,2020,4,9
0,0,Guinea_Bissau,2020,4,8
15,0,Guinea_Bissau,2020,4,7
0,0,Guinea_Bissau,2020,4,6
3,0,Guinea_Bissau,2020,4,5
6,0,Guinea_Bissau,2020,4,4
0,0,Guinea_Bissau,2020,4,3
1,0,Guinea_Bissau,2020,4,2
6,0,Guinea_Bissau,2020,4,1
0,0,Guinea_Bissau,2020,3,31
0,0,Guinea_Bissau,2020,3,30
0,0,Guinea_Bissau,2020,3,29
0,0,Guinea_Bissau,2020,3,28
2,0,Guinea_Bissau,2020,3,27
31,2,Guyana,2020,10,20
24,0,Guyana,2020,10,19
38,2,Guyana,2020,10,18
52,0,Guyana,2020,10,17
31,1,Guyana,2020,10,16
24,0,Guyana,2020,10,15
44,2,Guyana,2020,10,14
52,1,Guyana,2020,10,13
64,1,Guyana,2020,10,12
47,2,Guyana,2020,10,11
29,2,Guyana,2020,10,10
37,3,Guyana,2020,10,9
104,3,Guyana,2020,10,8
0,2,Guyana,2020,10,7
95,3,Guyana,2020,10,6
88,2,Guyana,2020,10,5
37,0,Guyana,2020,10,4
39,3,Guyana,2020,10,3
35,2,Guyana,2020,10,2
48,2,Guyana,2020,10,1
59,0,Guyana,2020,9,30
15,2,Guyana,2020,9,29
47,2,Guyana,2020,9,28
16,1,Guyana,2020,9,27
130,2,Guyana,2020,9,26
44,2,Guyana,2020,9,25
98,2,Guyana,2020,9,24
35,2,Guyana,2020,9,23
133,1,Guyana,2020,9,22
101,0,Guyana,2020,9,21
66,2,Guyana,2020,9,20
75,2,Guyana,2020,9,19
69,2,Guyana,2020,9,18
0,0,Guyana,2020,9,17
74,2,Guyana,2020,9,16
31,0,Guyana,2020,9,15
41,2,Guyana,2020,9,14
49,2,Guyana,2020,9,13
13,3,Guyana,2020,9,12
47,1,Guyana,2020,9,11
90,0,Guyana,2020,9,10
53,1,Guyana,2020,9,9
92,1,Guyana,2020,9,8
9,0,Guyana,2020,9,7
43,2,Guyana,2020,9,6
15,0,Guyana,2020,9,5
19,3,Guyana,2020,9,4
9,0,Guyana,2020,9,3
67,2,Guyana,2020,9,2
72,2,Guyana,2020,9,1
50,2,Guyana,2020,8,31
4,0,Guyana,2020,8,30
40,3,Guyana,2020,8,29
47,1,Guyana,2020,8,28
33,0,Guyana,2020,8,27
105,0,Guyana,2020,8,26
0,0,Guyana,2020,8,25
30,0,Guyana,2020,8,24
44,1,Guyana,2020,8,23
35,1,Guyana,2020,8,22
70,2,Guyana,2020,8,21
39,2,Guyana,2020,8,20
28,2,Guyana,2020,8,19
0,0,Guyana,2020,8,18
35,1,Guyana,2020,8,17
25,0,Guyana,2020,8,16
18,0,Guyana,2020,8,15
8,0,Guyana,2020,8,14
55,0,Guyana,2020,8,13
0,0,Guyana,2020,8,12
0,0,Guyana,2020,8,11
14,0,Guyana,2020,8,10
16,0,Guyana,2020,8,9
0,0,Guyana,2020,8,8
29,0,Guyana,2020,8,7
12,0,Guyana,2020,8,6
23,1,Guyana,2020,8,5
0,0,Guyana,2020,8,4
44,1,Guyana,2020,8,3
17,0,Guyana,2020,8,2
12,0,Guyana,2020,8,1
3,0,Guyana,2020,7,31
2,0,Guyana,2020,7,30
7,0,Guyana,2020,7,29
19,0,Guyana,2020,7,28
10,0,Guyana,2020,7,27
8,0,Guyana,2020,7,26
1,1,Guyana,2020,7,25
1,0,Guyana,2020,7,24
11,0,Guyana,2020,7,23
2,0,Guyana,2020,7,22
1,0,Guyana,2020,7,21
9,0,Guyana,2020,7,20
12,0,Guyana,2020,7,19
1,0,Guyana,2020,7,18
1,1,Guyana,2020,7,17
5,1,Guyana,2020,7,16
8,0,Guyana,2020,7,15
3,0,Guyana,2020,7,14
6,0,Guyana,2020,7,13
1,1,Guyana,2020,7,12
4,0,Guyana,2020,7,11
1,0,Guyana,2020,7,10
0,0,Guyana,2020,7,9
7,0,Guyana,2020,7,8
5,1,Guyana,2020,7,7
1,1,Guyana,2020,7,6
16,0,Guyana,2020,7,5
6,0,Guyana,2020,7,4
2,1,Guyana,2020,7,3
3,1,Guyana,2020,7,2
10,0,Guyana,2020,7,1
5,0,Guyana,2020,6,30
0,0,Guyana,2020,6,29
0,0,Guyana,2020,6,28
15,0,Guyana,2020,6,27
6,0,Guyana,2020,6,26
3,0,Guyana,2020,6,25
1,0,Guyana,2020,6,24
21,0,Guyana,2020,6,23
1,0,Guyana,2020,6,22
0,0,Guyana,2020,6,21
0,0,Guyana,2020,6,20
12,0,Guyana,2020,6,19
0,0,Guyana,2020,6,18
12,0,Guyana,2020,6,17
0,0,Guyana,2020,6,16
0,0,Guyana,2020,6,15
0,0,Guyana,2020,6,14
1,0,Guyana,2020,6,13
2,0,Guyana,2020,6,12
0,0,Guyana,2020,6,11
2,0,Guyana,2020,6,10
0,0,Guyana,2020,6,9
0,0,Guyana,2020,6,8
1,0,Guyana,2020,6,7
0,0,Guyana,2020,6,6
0,0,Guyana,2020,6,5
0,0,Guyana,2020,6,4
0,0,Guyana,2020,6,3
0,0,Guyana,2020,6,2
1,0,Guyana,2020,6,1
2,1,Guyana,2020,5,31
0,0,Guyana,2020,5,30
11,0,Guyana,2020,5,29
0,0,Guyana,2020,5,28
2,0,Guyana,2020,5,27
2,1,Guyana,2020,5,26
8,0,Guyana,2020,5,25
0,0,Guyana,2020,5,24
0,0,Guyana,2020,5,23
2,0,Guyana,2020,5,22
0,0,Guyana,2020,5,21
1,0,Guyana,2020,5,20
7,0,Guyana,2020,5,19
0,0,Guyana,2020,5,18
1,0,Guyana,2020,5,17
3,0,Guyana,2020,5,16
0,0,Guyana,2020,5,15
0,0,Guyana,2020,5,14
4,0,Guyana,2020,5,13
5,0,Guyana,2020,5,12
7,0,Guyana,2020,5,11
3,0,Guyana,2020,5,10
1,0,Guyana,2020,5,9
0,0,Guyana,2020,5,8
0,0,Guyana,2020,5,7
1,1,Guyana,2020,5,6
10,0,Guyana,2020,5,5
0,0,Guyana,2020,5,4
0,0,Guyana,2020,5,3
0,0,Guyana,2020,5,2
4,1,Guyana,2020,5,1
3,0,Guyana,2020,4,30
1,0,Guyana,2020,4,29
0,0,Guyana,2020,4,28
0,0,Guyana,2020,4,27
1,0,Guyana,2020,4,26
3,1,Guyana,2020,4,25
3,0,Guyana,2020,4,24
0,0,Guyana,2020,4,23
1,0,Guyana,2020,4,22
1,0,Guyana,2020,4,21
2,0,Guyana,2020,4,20
0,1,Guyana,2020,4,19
6,0,Guyana,2020,4,18
2,0,Guyana,2020,4,17
7,0,Guyana,2020,4,16
1,0,Guyana,2020,4,15
2,0,Guyana,2020,4,14
0,0,Guyana,2020,4,13
5,0,Guyana,2020,4,12
3,0,Guyana,2020,4,11
0,0,Guyana,2020,4,10
4,1,Guyana,2020,4,9
2,0,Guyana,2020,4,8
2,1,Guyana,2020,4,7
5,0,Guyana,2020,4,6
1,0,Guyana,2020,4,5
4,0,Guyana,2020,4,4
0,0,Guyana,2020,4,3
7,2,Guyana,2020,4,2
4,1,Guyana,2020,4,1
0,0,Guyana,2020,3,31
0,0,Guyana,2020,3,30
3,0,Guyana,2020,3,29
0,0,Guyana,2020,3,28
0,0,Guyana,2020,3,27
0,0,Guyana,2020,3,26
0,0,Guyana,2020,3,25
0,0,Guyana,2020,3,24
0,0,Guyana,2020,3,23
0,0,Guyana,2020,3,22
0,0,Guyana,2020,3,21
0,0,Guyana,2020,3,20
1,0,Guyana,2020,3,19
0,0,Guyana,2020,3,18
0,0,Guyana,2020,3,17
3,0,Guyana,2020,3,16
1,1,Guyana,2020,3,13
51,0,Haiti,2020,10,20
0,0,Haiti,2020,10,19
0,0,Haiti,2020,10,18
0,0,Haiti,2020,10,17
17,0,Haiti,2020,10,16
21,1,Haiti,2020,10,15
5,0,Haiti,2020,10,14
0,0,Haiti,2020,10,13
22,0,Haiti,2020,10,12
6,0,Haiti,2020,10,11
0,0,Haiti,2020,10,10
16,1,Haiti,2020,10,9
0,0,Haiti,2020,10,8
19,0,Haiti,2020,10,7
0,0,Haiti,2020,10,6
8,0,Haiti,2020,10,5
19,0,Haiti,2020,10,4
26,0,Haiti,2020,10,3
0,0,Haiti,2020,10,2
19,0,Haiti,2020,10,1
7,2,Haiti,2020,9,30
17,0,Haiti,2020,9,29
0,0,Haiti,2020,9,28
39,0,Haiti,2020,9,27
38,2,Haiti,2020,9,26
0,0,Haiti,2020,9,25
13,2,Haiti,2020,9,24
9,2,Haiti,2020,9,23
5,0,Haiti,2020,9,22
4,0,Haiti,2020,9,21
15,0,Haiti,2020,9,20
44,1,Haiti,2020,9,19
15,0,Haiti,2020,9,18
11,0,Haiti,2020,9,17
31,1,Haiti,2020,9,16
6,0,Haiti,2020,9,15
15,0,Haiti,2020,9,14
21,3,Haiti,2020,9,13
28,1,Haiti,2020,9,12
45,1,Haiti,2020,9,11
8,0,Haiti,2020,9,10
14,0,Haiti,2020,9,9
2,0,Haiti,2020,9,8
24,2,Haiti,2020,9,7
10,0,Haiti,2020,9,6
25,2,Haiti,2020,9,5
43,4,Haiti,2020,9,4
0,0,Haiti,2020,9,3
34,5,Haiti,2020,9,2
15,0,Haiti,2020,9,1
0,0,Haiti,2020,8,31
48,0,Haiti,2020,8,30
10,1,Haiti,2020,8,29
0,0,Haiti,2020,8,28
39,4,Haiti,2020,8,27
2,0,Haiti,2020,8,26
28,0,Haiti,2020,8,25
32,0,Haiti,2020,8,24
34,0,Haiti,2020,8,23
19,0,Haiti,2020,8,22
48,0,Haiti,2020,8,21
28,0,Haiti,2020,8,20
24,0,Haiti,2020,8,19
18,0,Haiti,2020,8,18
48,0,Haiti,2020,8,17
0,0,Haiti,2020,8,16
21,4,Haiti,2020,8,15
67,5,Haiti,2020,8,14
94,4,Haiti,2020,8,13
0,0,Haiti,2020,8,12
15,0,Haiti,2020,8,11
23,1,Haiti,2020,8,10
12,5,Haiti,2020,8,9
17,6,Haiti,2020,8,8
38,0,Haiti,2020,8,7
12,0,Haiti,2020,8,6
21,5,Haiti,2020,8,5
35,1,Haiti,2020,8,4
8,0,Haiti,2020,8,3
44,4,Haiti,2020,8,2
12,0,Haiti,2020,8,1
34,2,Haiti,2020,7,31
7,1,Haiti,2020,7,30
31,0,Haiti,2020,7,29
25,1,Haiti,2020,7,28
18,1,Haiti,2020,7,27
37,0,Haiti,2020,7,26
63,2,Haiti,2020,7,25
30,0,Haiti,2020,7,24
21,0,Haiti,2020,7,23
83,8,Haiti,2020,7,22
10,0,Haiti,2020,7,21
0,0,Haiti,2020,7,20
78,0,Haiti,2020,7,19
27,1,Haiti,2020,7,18
46,0,Haiti,2020,7,17
71,2,Haiti,2020,7,16
104,2,Haiti,2020,7,15
0,2,Haiti,2020,7,14
37,0,Haiti,2020,7,13
73,4,Haiti,2020,7,12
131,12,Haiti,2020,7,11
0,0,Haiti,2020,7,10
54,6,Haiti,2020,7,9
61,4,Haiti,2020,7,8
38,0,Haiti,2020,7,7
39,0,Haiti,2020,7,6
64,3,Haiti,2020,7,5
129,0,Haiti,2020,7,4
61,3,Haiti,2020,7,3
65,2,Haiti,2020,7,2
42,0,Haiti,2020,7,1
86,1,Haiti,2020,6,30
70,4,Haiti,2020,6,29
55,2,Haiti,2020,6,28
179,2,Haiti,2020,6,27
114,4,Haiti,2020,6,26
105,3,Haiti,2020,6,25
113,1,Haiti,2020,6,24
0,0,Haiti,2020,6,23
134,0,Haiti,2020,6,22
97,1,Haiti,2020,6,21
64,3,Haiti,2020,6,20
228,2,Haiti,2020,6,19
141,2,Haiti,2020,6,18
106,4,Haiti,2020,6,17
132,3,Haiti,2020,6,16
144,3,Haiti,2020,6,15
224,6,Haiti,2020,6,14
0,0,Haiti,2020,6,13
145,6,Haiti,2020,6,12
134,2,Haiti,2020,6,11
124,2,Haiti,2020,6,10
204,3,Haiti,2020,6,9
262,1,Haiti,2020,6,8
148,0,Haiti,2020,6,7
284,0,Haiti,2020,6,6
0,0,Haiti,2020,6,5
133,2,Haiti,2020,6,4
281,3,Haiti,2020,6,3
102,1,Haiti,2020,6,2
259,3,Haiti,2020,6,1
281,6,Haiti,2020,5,31
141,0,Haiti,2020,5,30
123,1,Haiti,2020,5,29
146,1,Haiti,2020,5,28
111,2,Haiti,2020,5,27
105,4,Haiti,2020,5,26
93,1,Haiti,2020,5,25
53,1,Haiti,2020,5,24
78,0,Haiti,2020,5,23
138,3,Haiti,2020,5,22
0,0,Haiti,2020,5,21
63,1,Haiti,2020,5,20
77,1,Haiti,2020,5,19
98,0,Haiti,2020,5,18
48,0,Haiti,2020,5,17
37,0,Haiti,2020,5,16
39,2,Haiti,2020,5,15
15,0,Haiti,2020,5,14
10,2,Haiti,2020,5,13
27,1,Haiti,2020,5,12
31,3,Haiti,2020,5,11
5,0,Haiti,2020,5,10
17,0,Haiti,2020,5,9
21,0,Haiti,2020,5,8
7,0,Haiti,2020,5,7
1,1,Haiti,2020,5,6
15,3,Haiti,2020,5,5
0,0,Haiti,2020,5,4
0,0,Haiti,2020,5,3
4,0,Haiti,2020,5,2
5,2,Haiti,2020,5,1
0,0,Haiti,2020,4,30
0,0,Haiti,2020,4,29
4,0,Haiti,2020,4,28
0,0,Haiti,2020,4,27
0,1,Haiti,2020,4,26
0,0,Haiti,2020,4,25
10,1,Haiti,2020,4,24
4,0,Haiti,2020,4,23
1,1,Haiti,2020,4,22
10,0,Haiti,2020,4,21
3,0,Haiti,2020,4,20
0,0,Haiti,2020,4,19
1,0,Haiti,2020,4,18
2,0,Haiti,2020,4,17
1,0,Haiti,2020,4,16
0,0,Haiti,2020,4,15
7,0,Haiti,2020,4,14
0,1,Haiti,2020,4,13
2,0,Haiti,2020,4,12
1,0,Haiti,2020,4,11
3,1,Haiti,2020,4,10
2,0,Haiti,2020,4,9
1,0,Haiti,2020,4,8
3,1,Haiti,2020,4,7
0,0,Haiti,2020,4,6
3,0,Haiti,2020,4,5
0,0,Haiti,2020,4,4
2,0,Haiti,2020,4,3
1,0,Haiti,2020,4,2
0,0,Haiti,2020,4,1
0,0,Haiti,2020,3,31
7,0,Haiti,2020,3,30
0,0,Haiti,2020,3,29
0,0,Haiti,2020,3,28
0,0,Haiti,2020,3,27
1,0,Haiti,2020,3,26
2,0,Haiti,2020,3,25
3,0,Haiti,2020,3,24
0,0,Haiti,2020,3,23
0,0,Haiti,2020,3,22
0,0,Haiti,2020,3,21
2,0,Haiti,2020,3,20
0,0,Holy_See,2020,10,20
0,0,Holy_See,2020,10,19
0,0,Holy_See,2020,10,18
0,0,Holy_See,2020,10,17
7,0,Holy_See,2020,10,16
0,0,Holy_See,2020,10,15
0,0,Holy_See,2020,10,14
7,0,Holy_See,2020,10,13
0,0,Holy_See,2020,10,12
0,0,Holy_See,2020,10,11
0,0,Holy_See,2020,10,10
0,0,Holy_See,2020,10,9
0,0,Holy_See,2020,10,8
0,0,Holy_See,2020,10,7
0,0,Holy_See,2020,10,6
0,0,Holy_See,2020,10,5
0,0,Holy_See,2020,10,4
0,0,Holy_See,2020,10,3
0,0,Holy_See,2020,10,2
0,0,Holy_See,2020,10,1
0,0,Holy_See,2020,9,30
0,0,Holy_See,2020,9,29
0,0,Holy_See,2020,9,28
0,0,Holy_See,2020,9,27
0,0,Holy_See,2020,9,26
0,0,Holy_See,2020,9,25
0,0,Holy_See,2020,9,24
0,0,Holy_See,2020,9,23
0,0,Holy_See,2020,9,22
0,0,Holy_See,2020,9,21
